zone_id,total_revenue,avg_revenue,trip_count,avg_distance,avg_fare,revenue_per_trip,stress_score
101,9786.56,42.36606060606061,231,11.10835497835498,38.974372294372294,42.36606060606061,0.3218327114656797
102,15248.76,30.9305476673428,493,5.876551724137931,28.25997971602434,30.9305476673428,0.37026955973627396
105,30.5,30.5,1,4.65,24.7,30.5,0.37155838060072816
106,23205.329999999998,31.40098782138024,739,5.297212449255751,27.92169147496617,31.40098782138024,0.36855058381779215
107,3672886.92,20.233950452013815,181521,2.1920031842045824,14.665265726830505,20.233950452013815,0.6082341899002334
108,24120.27,40.33489966555184,598,9.436120401337792,38.24877926421405,40.33489966555184,0.3307775149031557
109,526.91,87.81833333333333,6,20.349999999999998,67.865,87.81833333333333,0.13018270450332767
111,799.13,49.945625,16,8.035,38.25125,49.945625,0.28968425806107445
112,108120.73,29.0569013705993,3721,4.66579682880946,25.00301263101317,29.0569013705993,0.38159995534758906
113,2585968.45,20.509560538045463,126086,2.1315304633345495,14.914862236885936,20.509560538045463,0.547997308880237
114,2756834.83,20.84925794278022,132227,2.3315682878685897,15.387597011200436,20.84925794278022,0.5531111317939642
115,520.83,43.4025,12,7.228333333333333,31.27916666666667,43.4025,0.31723463610455255
116,202049.14,24.87983499569019,8121,4.144854082009605,21.493870213027954,24.87983499569019,0.4038795778110135
117,48720.38,49.412150101419876,986,12.837403651115618,46.38404665314401,49.412150101419876,0.2929645605290026
118,1234.47,64.9721052631579,19,14.627894736842105,52.671578947368424,64.9721052631579,0.2264074068406115
119,31846.579999999998,36.18929545454545,880,7.309613636363636,32.78519318181818,36.18929545454545,0.3485361538806775
120,2442.95,39.402419354838706,62,4.641129032258065,32.99354838709677,39.402419354838706,0.33413320225298765
121,23185.9,34.918524096385546,664,7.775406626506024,31.656265060240962,34.918524096385546,0.35365748357491145
122,12720.72,39.50534161490683,322,9.84552795031056,37.031273291925466,39.50534161490683,0.3339768503480416
123,23977.29,31.01848641655886,773,6.197865459249677,29.305536869340234,31.01848641655886,0.37019762061592537
124,33055.84,42.929662337662336,770,8.215597402597403,38.69801298701299,42.929662337662336,0.3200336557652127
125,1049394.13,22.444532777243072,46755,2.6012107795957653,16.638618329590418,22.444532777243072,0.4553068653545561
126,19612.84,35.402238267148014,554,7.403862815884476,31.838592057761737,35.402238267148014,0.35150322395163236
127,30256.61,33.84408277404922,894,7.19652125279642,30.640313199105144,33.84408277404922,0.35842731653872995
128,2582.09,33.10371794871795,78,6.967692307692308,29.3024358974359,33.10371794871795,0.3606755686528171
129,141511.48,38.04072043010753,3720,4.910962365591398,31.59170698924731,38.04072043010753,0.34376591122665434
130,118247.95999999999,44.188325859491776,2676,8.312918535127055,38.258602391629296,44.188325859491776,0.31676432188083375
131,22001.96,36.548106312292354,602,8.676046511627906,33.648687707641194,36.548106312292354,0.34672885653145175
132,36111303.13,76.9665143377197,469182,15.497199658128402,61.60242040402232,76.9665143377197,0.6758758766204005
133,20769.77,32.605604395604395,637,6.064536891679749,29.78695447409733,32.605604395604395,0.36336895982211215
134,72318.69,55.587002305918524,1301,5.862551883166795,47.363112990007686,55.587002305918524,0.26729649387319404
135,18569.45,37.97433537832311,489,7.759284253578732,34.07709611451943,37.97433537832311,0.3406022475962251
136,18536.53,36.13358674463937,513,8.144541910331384,33.73996101364522,36.13358674463937,0.3483796501585845
137,2008700.85,20.241858719201897,99235,2.3294110948757996,14.9703365747972,20.241858719201897,0.5205099689402299
138,19324792.78,63.296057686008886,305308,9.452489092981514,42.299410660709846,63.296057686008886,0.5588074030547874
139,24458.44,47.03546153846153,520,12.396288461538461,44.20984615384615,47.03546153846153,0.30247674696781673
140,3714652.92,21.08681267029973,176160,2.4467110581289737,15.454819539055404,21.08681267029973,0.5989294514097282
141,3775877.11,18.85045010908256,200307,1.9970544214630541,13.46853534824045,18.85045010908256,0.6340803853789458
142,5427218.6,20.157848876078976,269236,2.2122305338067716,14.457463860702136,20.157848876078976,0.7020311902712655
143,1884835.01,19.404882119178026,97132,2.22603374788947,14.371918420294032,19.404882119178026,0.5217935400045838
144,2234730.5,22.32832592296548,100085,2.5521741519708248,16.928589598840983,22.32832592296548,0.5126291958745343
145,254779.26,41.38042228357967,6157,5.0189897677440305,34.04309079096963,41.38042228357967,0.3322987131703507
146,120232.18,25.597653821588246,4697,3.636723440493932,21.27,25.597653821588246,0.39720776979700656
147,16088.9,33.44885654885655,481,6.896902286902287,30.484553014553015,33.44885654885655,0.3596515795674
148,2450713.0,23.36036946305846,104909,3.0137400985616107,17.92308514998713,23.36036946305846,0.5134238795833925
